BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL,Security,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,Geography,LTV Ratio,$ New Commitments,Original LTV,# New accounts,$ New accounts,$ Gross contractual charge-offs,$ Bankruptcy charge-offs,$ Net charge-offs,$ Adjustment factor,$ Foreclosure,$ New foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans,LTV,Delinquency,$ Commitment,$ Commitment Increases,$ Commitment Decreases,$ Adjustment Factor,$ New Foreclosure,$ Commitment (HELOC only),$ New commitments (HELOC only),$ Commitment increases (HELOC only),$ Commitment decreases (HELOC only),Adjustment factor to reconcile $ gross contractual charge-offs to $ net charge-offs,$ Receivables,$ Unpaid principal balance,$ New commitments,# Accounts charged-off,Adjustment factor,$ O/S for 30+ DPD in last 24 months,# Accounts 30+ DPD in last 24 months
Bank_31,438817,2025-02,Student,101020303,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",6608,471.36,197,295.78,646,111.1,142.58,61.61,49.6,82.58,1.62,1.39,0.44,2.57,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_32,133911,2025-02,Student,101020304,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,03 - 60-89 DPD,04 - Not available,5007,77.14,475,282.7,874,187.55,105.28,68.39,12.76,31.33,3.49,1.15,0.92,3.72,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_33,478854,2025-02,Student,101020401,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,3534,97.67,357,55.61,110,7.38,191.59,52.74,31.78,84.19,2.46,1.78,1.1,3.14,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_34,681206,2025-02,Student,101020402,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,04 - 90-119 DPD,02 - Graduate / Professional,7180,152.55,96,279.21,178,113.72,55.81,32.57,90.37,9.11,4.37,0.97,0.7,4.64,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_35,470378,2025-02,Student,101020403,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",8861,435.44,260,49.85,958,129.69,180.64,33.44,30.78,37.56,3.51,1.03,0.57,3.97,-0.22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_36,222706,2025-02,Student,101020404,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,04 - 90-119 DPD,04 - Not available,3310,163.37,412,98.71,544,68.6,111.55,12.68,23.45,43.17,3.07,0.78,0.51,3.34,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_37,187201,2025-02,Student,101020501,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,9571,473.82,392,151.22,928,69.23,100.49,25.01,5.67,27.19,0.55,0.9,0.96,0.49,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_38,855773,2025-02,Student,101020502,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,05 - 120+ DPD,02 - Graduate / Professional,4559,407.23,61,205.33,893,111.57,184.26,90.92,17.85,51.7,0.81,0.25,0.25,0.81,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_39,421594,2025-02,Student,101020503,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",4012,330.52,237,248.37,12,101.95,45.41,62.85,90.95,50.65,2.76,0.25,1.29,1.72,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_40,185527,2025-02,Student,101020504,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,02 - >660,05 - 120+ DPD,04 - Not available,9194,198.64,182,40.43,796,162.09,134.46,47.04,93.09,47.57,4.99,0.69,0.4,5.28,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_41,428233,2025-02,Student,101030101,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,7206,489.9,480,99.83,183,63.75,172.71,63.57,45.79,62.49,0.8,1.1,0.67,1.23,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_42,100818,2025-02,Student,101030102,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,01 - Current & 1-29 DPD,02 - Graduate / Professional,1115,168.46,84,184.24,360,36.99,112.12,79.34,44.84,9.69,1.34,1.27,0.49,2.12,0.56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_43,308137,2025-02,Student,101030103,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",8788,365.32,54,69.92,844,93.95,41.7,28.79,83.72,56.31,2.4,0.22,0.74,1.88,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_44,983202,2025-02,Student,101030104,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,01 - Current & 1-29 DPD,04 - Not available,8777,357.73,73,172.61,11,174.92,27,65.5,57.39,85.38,4.64,0.81,1.42,4.03,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_45,444449,2025-02,Student,101030201,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,02 - 30-59 DPD,01 - Undergraduate - 4 year,4866,113.39,400,198.77,216,150.82,35.37,73.79,35.72,90.7,3.68,0.88,1.21,3.35,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_46,480530,2025-02,Student,101030202,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,02 - 30-59 DPD,02 - Graduate / Professional,2164,142.15,88,62.37,236,158.38,186.96,67.36,91.96,88.03,3.55,0.51,1,3.06,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_47,329623,2025-02,Student,101030203,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",7356,461.07,379,52.57,510,153.25,76.71,76.31,8.63,26.68,2.42,1.1,1.27,2.25,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_48,995456,2025-02,Student,101030204,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,02 - 30-59 DPD,04 - Not available,6567,209.61,332,25.94,693,107.11,51.39,66.12,34.85,91.37,2.85,1.75,1.1,3.5,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_49,255327,2025-02,Student,101030301,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,03 - 60-89 DPD,01 - Undergraduate - 4 year,7565,334.83,384,48.14,76,165.34,124.27,22.8,21.44,6.3,1.25,1.72,0.97,2,-0.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_50,153421,2025-02,Student,101030302,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,03 - 60-89 DPD,02 - Graduate / Professional,3840,446.46,82,251.28,635,151.98,198.43,60.64,23.11,88.96,4.53,1.12,0.68,4.97,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_51,501052,2025-02,Student,101030303,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",7090,96.83,258,62.74,144,131.68,44.62,64.35,57.08,51.16,1.29,1.55,0.41,2.43,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_52,910115,2025-02,Student,101030304,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,03 - 60-89 DPD,04 - Not available,6600,234.73,60,280.69,876,165.58,77,6.11,54.6,70.28,2.91,1.51,0.15,4.27,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_53,398527,2025-02,Student,101030401,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,04 - 90-119 DPD,01 - Undergraduate - 4 year,2810,295.87,114,12.86,354,11.73,136.58,74.63,6.13,42.24,0.74,0.84,0.13,1.45,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_54,893437,2025-02,Student,101030402,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,04 - 90-119 DPD,02 - Graduate / Professional,2975,411.33,307,50.14,388,93.87,18.63,99.01,64.39,99.92,1.5,1.51,0.45,2.56,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_55,686118,2025-02,Student,101030403,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",9651,188.12,272,221.13,134,58.79,172.19,41.58,20.87,59.19,1.31,1.56,1.49,1.38,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_56,471260,2025-02,Student,101030404,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,04 - 90-119 DPD,04 - Not available,9743,473.86,202,200.07,63,53.76,109.76,63.96,29.98,90.76,3.52,0.37,1.32,2.57,-0.72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_57,641254,2025-02,Student,101030501,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,05 - 120+ DPD,01 - Undergraduate - 4 year,4689,396.67,383,42.6,377,58.51,29.23,8.72,81.69,21.92,3.57,1,0.71,3.86,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_58,705645,2025-02,Student,101030502,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,05 - 120+ DPD,02 - Graduate / Professional,7156,468.79,400,86.26,61,125.96,40.44,41.06,95.96,50.88,2.74,1.26,0.48,3.52,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_59,721987,2025-02,Student,101030503,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",3675,486.4,362,228.17,291,189.24,104.16,91.29,7.01,97.14,1.64,0.68,1.35,0.97,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_60,961681,2025-02,Student,101030504,01 - Managed - Gov Guaranteed,01 - 6 years <= Age,03 - N/A,05 - 120+ DPD,04 - Not available,2294,374.11,159,208.41,484,41.42,113.25,15.53,41.53,63.51,4.87,0.21,1.36,3.72,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_61,236529,2025-02,Student,102010101,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,7164,50.91,421,63.22,757,104.02,10.08,37.76,80.91,28.09,4.27,0.59,1.31,3.55,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_62,973557,2025-02,Student,102010102,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,9309,465,436,296.54,189,107.58,111.27,48.02,6.61,15.82,4.33,0.44,1.19,3.58,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_63,566018,2025-02,Student,102010103,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",8222,151.09,86,132.39,992,156.37,25.74,47.21,85.33,45.25,1.87,1.11,0.71,2.27,0.4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_64,691775,2025-02,Student,102010104,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,01 - Current & 1-29 DPD,04 - Not available,9587,462.92,73,293.82,713,90.36,26.5,76.71,87,81.4,4.22,0.73,0.92,4.03,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_65,949546,2025-02,Student,102010201,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,6055,369.07,112,67.83,287,164.19,175.74,34.24,76.27,60.18,3.98,1.84,0.75,5.07,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_66,133499,2025-02,Student,102010202,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,02 - 30-59 DPD,02 - Graduate / Professional,3477,396.39,146,238.8,399,143.74,116.12,33.75,6.97,14.19,4.4,0.55,1,3.95,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_67,795339,2025-02,Student,102010203,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",3457,267.75,129,66.7,203,43.75,139.39,67.74,95.46,62.18,1.46,1.81,0.95,2.32,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_68,606762,2025-02,Student,102010204,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,02 - 30-59 DPD,04 - Not available,6721,293.55,158,8.16,393,82.51,67.02,82.81,45.5,77.81,3.58,0.26,0.8,3.04,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_69,923709,2025-02,Student,102010301,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,7486,314.82,265,210.76,609,49.84,70.84,21.86,48.46,60.87,3.88,1.43,0.67,4.64,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_70,243753,2025-02,Student,102010302,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,01 - <=660,03 - 60-89 DPD,02 - Graduate / Professional,7153,251.98,58,45.43,785,179.83,68.56,58.51,91.68,28.41,2.07,0.33,0.98,1.42,0.63,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
